Códigos de gasto con cantidad física;Cantidades medias consumidas;Periodo;Total
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2022;3,4
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2021;3
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2020;3,2
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2019;3,2
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2018;3,2
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2017;3,3
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2016;3,5
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2015;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2014;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2013;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2012;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2011;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2010;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2009;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2008;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2007;..
01.1.1.5 T Pizzas y quiches (K);Cantidad consumida media por unidad de consumo;2006;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2023;309.998
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2022;276.293
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2021;255.809
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2020;255.254
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2019;252.638
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2018;246.639
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2017;245.777
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2016;258.815
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2015;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2014;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2013;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2012;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2011;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2010;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2009;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2008;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2007;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida total (miles de unidades);2006;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2023;16,1
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2022;14,5
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2021;13,6
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2020;13,5
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2019;13,5
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2018;13,2
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2017;13,3
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2016;14
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2015;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2014;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2013;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2012;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2011;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2010;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2009;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2008;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2007;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por hogar;2006;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2023;6,5
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2022;5,9
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2021;5,5
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2020;5,4
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2019;5,4
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2018;5,3
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2017;5,3
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2016;5,6
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2015;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2014;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2013;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2012;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2011;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2010;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2009;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2008;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2007;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por persona;2006;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2023;9,5
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2022;8,7
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2021;8,1
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2020;8,1
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2019;8
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2018;7,9
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2017;7,9
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2016;8,4
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2015;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2014;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2013;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2012;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2011;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2010;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2009;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2008;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2007;..
01.1.1.6 T Pastas alimenticias y cuscús (K);Cantidad consumida media por unidad de consumo;2006;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2023;82.840
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2022;76.001
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2021;68.657
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2020;66.359
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2019;71.082
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2018;71.437
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2017;73.422
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2016;73.313
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2015;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2014;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2013;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2012;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2011;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2010;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2009;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2008;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2007;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida total (miles de unidades);2006;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2023;4,3
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2022;4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2021;3,6
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2020;3,5
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2019;3,8
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2018;3,8
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2017;4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2016;4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2015;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2014;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2013;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2012;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2011;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2010;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2009;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2008;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2007;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por hogar;2006;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2023;1,7
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2022;1,6
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2021;1,5
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2020;1,4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2019;1,5
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2018;1,5
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2017;1,6
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2016;1,6
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2015;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2014;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2013;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2012;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2011;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2010;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2009;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2008;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2007;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por persona;2006;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2023;2,5
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2022;2,4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2021;2,2
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2020;2,1
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2019;2,3
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2018;2,3
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2017;2,4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2016;2,4
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2015;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2014;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2013;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2012;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2011;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2010;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2009;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2008;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2007;..
01.1.1.7 T Cereales de desayuno (K);Cantidad consumida media por unidad de consumo;2006;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2023;61.257
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2022;50.591
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2021;48.234
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2020;45.125
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2019;41.285
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2018;38.650
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2017;40.700
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2016;37.957
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2015;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2014;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2013;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2012;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2011;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2010;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2009;..
01.1.1.8 T Otros productos elaborados con cereales n.c.o.p. (K);Cantidad consumida total (miles de unidades);2008;..
